,fid,idiip,id_prng,naz_glowna,el_rozroz,el_rodzaj,dopelniacz,przymiot,status_naz,kat_ob,rodzaj_ob,naz_m_nad,id_m_nad,infor_dod,sys_zew,id_zew,tyt_d_zrod,dat_d_zrod,wyd_d_zrod,reprez_ob,wsp_geo,wsp_XY,naz_his,naz_obo,naz_dod,jez_dod,lat_dod,endonim,jez_end,lat_end,egzonim,jez_egz,lat_egz,woj,powiat,gmina,id_gminy,pocz_w_ob,wer_ob,wazna_od,geometry,nearest1,cluster1,nearest2,nearest2_dist,cluster2,nearest3,nearest3_dist,cluster3,nearest4,nearest4_dist,cluster4,nearest5,nearest5_dist,cluster5,line1,line2,line3,line4,line5
25,26,PL.PZGiK.320.NGRP.5059,5059,Białystok,Białystok,,Białegostoku,białostocki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0922410,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°07'56"" 23°10'07""",778756.30 593338.13,,,,,,,,,,,,podlaskie,Białystok,Białystok-gmina miejska,2061011,2022-02-10T22:29:55,2022-02-10T22:29:55,2014-08-28,POINT (778756.3 593338.1300000008),861,861,-1,24812,459.0,-1,40230,909.0,-1,60391,848.0,-1,80839,244.0,"LINESTRING (778756.3 593338.1300000008, 780893.43 600890.830000001)",,,,
26,27,PL.PZGiK.320.NGRP.5124,5124,Biecz,Biecz,,-cza,biecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0952752,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"49°43'52"" 21°15'14""",662366.16 209505.09,,,,,,,,,,,,małopolskie,gorlicki,Biecz-gmina miejsko-wiejska,1205023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-06-16,POINT (662366.16 209505.09000000078),191,191,304,15469,339.0,-1,18451,949.0,-1,41854,863.0,-1,196477,244.0,"LINESTRING (662366.16 209505.09000000078, 655849.8899999999 200851.68999999948)","LINESTRING (662366.16 209505.09000000078, 675045.73 218366.75999999978)",,,
27,28,PL.PZGiK.320.NGRP.5344,5344,Bielawa,Bielawa,,-wy,bielawski,urzędowa,miejscowość,miasto,,,do 2010 r. - istniały części miasta: Nowa Bielawa i Żeromin (nazwy zniesione),TERYT (SIMC),0983818,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Rozporządzenie Ministra Spraw Wewnętrznych i Administracji z dnia 23 grudnia 2010 r., Dz. U. N",1991-01-01; 1982-01-01; 2010-12-23; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Spraw Wewnętrznych i Administracji; Minister Administracji i Cyfryzacji,punkt główny,"50°41'04"" 16°36'42""",331347.69 315779.24,,,,,,,,,,,,dolnośląskie,dzierżoniowski,Bielawa-gmina miejska,0202011,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-06-30,POINT (331347.6900000001 315779.2399999993),580,580,-1,10047,585.0,-1,14074,585.0,-1,16963,244.0,-1,34116,244.0,"LINESTRING (331347.6900000001 315779.2399999993, 329231.98000000033 318933.6900000004)",,,,
28,29,PL.PZGiK.320.NGRP.5683,5683,Bielsk Podlaski,Bielsk Podlaski,,-ka -kiego,bielski,urzędowa,miejscowość,miasto,,,"do 2006 r. -  istniały części miasta: Kolonia Biała, Kolonia Hołowiesk (nazwy zniesione)",TERYT (SIMC),0922685,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra SWiA z dnia 15 grudnia 2006 r., D.U. Nr 240, poz. 1746; Rozporządzenie Ministra Administracji i Cyfryzacji z dni",1991-01-01; 2006-12-15; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Spraw Wewnętrznych i Administracji; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"52°46'16"" 23°11'25""",782544.71 553286.15,,,,,,,,,,,,podlaskie,bielski,Bielsk Podlaski-gmina miejska,2003011,2021-09-23T00:36:32,2021-09-23T00:36:32,2013-06-09,POINT (782544.71 553286.1500000004),288,288,-1,25416,909.0,-1,25416,909.0,-1,43928,848.0,-1,43928,244.0,"LINESTRING (782544.71 553286.1500000004, 792990.16 532037.169999999)",,,,
29,30,PL.PZGiK.320.NGRP.5702,5702,Bielsko-Biała,Bielsko-Biała,,-ka-Białej,bielsko-bialski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0923584,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"49°49'19"" 19°02'40""",503195.99 217178.61,,,,,,,,,,,,śląskie,Bielsko-Biała,Bielsko-Biała-gmina miejska,2461011,2021-04-08T09:00:00,2021-04-08T09:00:00,2013-06-09,POINT (503195.99000000017 217178.61000000034),112,630,-1,13059,831.0,-1,34343,540.0,-1,100057,863.0,-1,141336,244.0,"LINESTRING (503195.99000000017 217178.61000000034, 500510.74 227096.2000000002)",,,,
30,31,PL.PZGiK.320.NGRP.5856,5856,Bieruń,Bieruń,,-nia,bieruński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0938077,"Mapa topograficzna w skali 1:10 000; Rozporządzenie Rady Ministrów z dnia 22 grudnia 1990 r., D. U. 1991 r. nr 2, poz. 8; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200",1990-12-22; 2012-12-13,Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"50°05'30"" 19°05'28""",506516.66 247166.54,,,,,,,,,,,,śląskie,bieruńsko-lędziński,Bieruń-gmina miejska,2414011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-10-05,POINT (506516.66 247166.54000000004),368,368,-1,8819,831.0,843,8819,540.0,-1,97011,863.0,-1,111316,244.0,"LINESTRING (506516.66 247166.54000000004, 507747.53 251452.20999999996)",,"LINESTRING (506516.66 247166.54000000004, 498686.3199999999 251225.1799999997)",,
31,32,PL.PZGiK.320.NGRP.5862,5862,Bierutów,Bierutów,,-towa,bierutowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0987035,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°07'31"" 17°32'39""",398147.4 363068.13,,,,,,,,,,,,dolnośląskie,oleśnicki,Bierutów-gmina miejsko-wiejska,0214023,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-07-28,POINT (398147.39999999997 363068.12999999896),479,479,247,16587,903.0,-1,35132,540.0,-1,35132,863.0,-1,35132,244.0,"LINESTRING (398147.39999999997 363068.12999999896, 410171.56999999995 357430.74999999907)","LINESTRING (398147.39999999997 363068.12999999896, 384348.5100000001 353863.11000000034)",,,
32,33,PL.PZGiK.320.NGRP.5974,5974,Bieżuń,Bieżuń,,-nia,bieżuński,urzędowa,miejscowość,miasto,,,do 1993 r. - wieś,TERYT (SIMC),0111981,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Rozporządzenie Rady Ministrów z dnia 13 grudnia 1993 r., D.U. Nr 123, poz. 555; Mapa topografi",1991-01-01; 1982-01-01; 1993-12-13; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"52°57'35"" 19°53'19""",559663.25 566389.28,,,,,,,,,,,,mazowieckie,żuromiński,Bieżuń-gmina miejsko-wiejska,1437013,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-09-16,POINT (559663.2500000001 566389.2800000003),960,960,-1,25214,370.0,-1,25214,766.0,-1,25214,848.0,-1,25214,244.0,"LINESTRING (559663.2500000001 566389.2800000003, 560935.8800000001 578255.0199999986)",,,,
33,34,PL.PZGiK.320.NGRP.6041,6041,Biłgoraj,Biłgoraj,,-ja,biłgorajski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0987673,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°32'18"" 22°43'13""",763526.96 303418.04,,,,,,,,,,,,lubelskie,biłgorajski,Biłgoraj-gmina miejska,0602011,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-11-03,POINT (763526.9599999998 303418.04000000004),163,190,-1,19680,546.0,-1,19680,863.0,-1,32562,863.0,-1,218880,244.0,"LINESTRING (763526.9599999998 303418.04000000004, 759264.7300000002 318045.9699999979)",,,,
34,35,PL.PZGiK.320.NGRP.6191,6191,Biskupiec,Biskupiec,,-pca,biskupiecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0964590,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°51'52"" 20°57'19""",628541.01 668418.49,,,,,,,,,,,,warmińsko-mazurskie,olsztyński,Biskupiec-gmina miejsko-wiejska,2814023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-06-23,POINT (628541.01 668418.4900000002),11,527,-1,18543,249.0,-1,22975,249.0,-1,54148,848.0,-1,93867,244.0,"LINESTRING (628541.01 668418.4900000002, 611216.5200000001 663958.0499999989)",,,,
35,36,PL.PZGiK.320.NGRP.6220,6220,Bisztynek,Bisztynek,,-nka,bisztynecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0964608,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"54°05'10"" 20°54'05""",624336.43 692964.74,,,,,,,,,,,,warmińsko-mazurskie,bartoszycki,Bisztynek-gmina miejsko-wiejska,2801043,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-05-25,POINT (624336.4300000002 692964.7399999993),249,249,665,16447,249.0,-1,35211,249.0,-1,50475,848.0,-1,118399,244.0,"LINESTRING (624336.4300000002 692964.7399999993, 614489.7299999999 680518.6499999994)","LINESTRING (624336.4300000002 692964.7399999993, 640407.11 689463.0700000003)",,,
36,37,PL.PZGiK.320.NGRP.6242,6242,Blachownia,Blachownia,,-ni,blachowniański,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0931365,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°47'03"" 18°57'45""",497360.35 324136.25,,,,,,,,,,,,śląskie,częstochowski,Blachownia-gmina miejsko-wiejska,2404013,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-11-03,POINT (497360.35000000003 324136.24999999907),120,528,-1,23082,951.0,-1,23428,540.0,-1,46243,863.0,-1,46243,244.0,"LINESTRING (497360.35000000003 324136.24999999907, 509008.13000000024 327229.7699999986)",,,,
37,38,PL.PZGiK.320.NGRP.6457,6457,Błaszki,Błaszki,,-szek,błaszecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0976267,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°39'06"" 18°26'16""",461113.7 420729.9,,,,,,,,,,,,łódzkie,sieradzki,Błaszki-gmina miejsko-wiejska,1014023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-02-12,POINT (461113.7000000001 420729.9000000013),860,860,-1,17895,934.0,-1,17895,934.0,329,17895,848.0,-1,28469,244.0,"LINESTRING (461113.7000000001 420729.9000000013, 474057.7200000001 426792.05999999866)",,,"LINESTRING (461113.7000000001 420729.9000000013, 454187.92000000004 437231.11000000034)",
38,39,PL.PZGiK.320.NGRP.6501,6501,Błażowa,Błażowa,,-wej,błażowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0974280,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"49°53'07"" 22°06'02""",722654.84 228832.3,,,,,,,,,,,,podkarpackie,rzeszowski,Błażowa-gmina miejsko-wiejska,1816023,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-12-07,POINT (722654.8399999999 228832.2999999998),844,844,-1,22026,628.0,-1,22035,849.0,-1,22035,863.0,-1,226351,244.0,"LINESTRING (722654.8399999999 228832.2999999998, 717241.6500000001 237368.9600000009)",,,,
39,40,PL.PZGiK.320.NGRP.6664,6664,Błonie,Błonie,,-nia,błoński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0920249,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°11'41"" 20°37'01""",610494.4 482192.26,,,,,,,,,,,,mazowieckie,warszawski zachodni,Błonie-gmina miejsko-wiejska,1432013,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-06-17,POINT (610494.4 482192.2599999998),446,446,-1,8958,599.0,-1,24034,571.0,-1,53726,863.0,-1,53726,244.0,"LINESTRING (610494.4 482192.2599999998, 613983.6799999999 474546.830000001)",,,,
40,41,PL.PZGiK.320.NGRP.7137,7137,Bobolice,Bobolice,,-lic,bobolicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0949804,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°57'20"" 16°35'22""",341884.68 679472.84,,,,,,,,,,,,zachodniopomorskie,koszaliński,Bobolice-gmina miejsko-wiejska,3209033,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-02-23,POINT (341884.67999999993 679472.8399999999),25,429,602,19168,719.0,842,21878,829.0,-1,29064,848.0,-1,233448,244.0,"LINESTRING (341884.67999999993 679472.8399999999, 357819.2800000001 672354.5700000003)","LINESTRING (341884.67999999993 679472.8399999999, 348693.85 697391.6600000001)","LINESTRING (341884.67999999993 679472.8399999999, 320106.83 677373.709999999)",,
41,42,PL.PZGiK.320.NGRP.7149,7149,Bobowa,Bobowa,,-wej,bobowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0417728,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Rady Ministrów z dnia 28 lipca 2008 r., D.",1991-01-01; 1982-01-01; 2008-07-28; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"49°42'19"" 20°56'60""",640553.36 206042.25,,,,,,,,,,,,małopolskie,gorlicki,Bobowa-gmina miejsko-wiejska,1205033,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-06-16,POINT (640553.3599999999 206042.25),209,209,-1,16153,835.0,-1,16153,949.0,-1,58006,863.0,-1,185415,244.0,"LINESTRING (640553.3599999999 206042.25, 640611.6399999999 197083.1500000013)",,,,
42,43,PL.PZGiK.320.NGRP.7355,7355,Bochnia,Bochnia,,-ni,bocheński,urzędowa,miejscowość,miasto,,,do 2015 r. - istniały części miasta: Śliwówka i Zagórze - nazwy zniesione,TERYT (SIMC),0981682,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Urzędowe nazwy miejscowości i obiektów fizjograficznych",1991-01-01; 1982-01-01; 1963-01-01; 2012-12-13; 2014-12-04,Główny Geodeta Kraju; Główny Urząd Statystyczny; Urząd Rady Ministrów; Minister Administracji i Cyfryzacji; Minister Administracji i Cyfryzacji,punkt główny,"49°58'10"" 20°25'57""",602702.88 234541.73,,,,,,,,,,,,małopolskie,bocheński,Bochnia-gmina miejska,1201011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-05-04,POINT (602702.8799999999 234541.73000000045),513,513,-1,17035,949.0,-1,17035,949.0,-1,17035,863.0,-1,140742,244.0,"LINESTRING (602702.8799999999 234541.73000000045, 604932.99 228562.669999999)",,,,
43,44,PL.PZGiK.320.NGRP.7527,7527,Bodzentyn,Bodzentyn,,-na,bodzentyński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0230102,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°56'28"" 20°57'25""",637446.25 343398.55,,,,,,,,,,,,świętokrzyskie,kielecki,Bodzentyn-gmina miejsko-wiejska,2604023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-07-25,POINT (637446.2499999999 343398.5499999989),492,492,760,14297,863.0,-1,18787,863.0,-1,18787,863.0,-1,87927,244.0,"LINESTRING (637446.2499999999 343398.5499999989, 647026.75 335068.30999999866)","LINESTRING (637446.2499999999 343398.5499999989, 628693.0000000001 354703.5499999989)",,,
44,45,PL.PZGiK.320.NGRP.7582,7582,Bogatynia,Bogatynia,,-ni,bogatyński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0935908,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"50°54'17"" 14°57'26""",215872.39 345320.68,,,,,,,,,,,,dolnośląskie,zgorzelecki,Bogatynia-gmina miejsko-wiejska,0225033,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-09-28,POINT (215872.39 345320.67999999877),927,530,-1,27485,789.0,-1,60135,244.0,-1,102739,244.0,-1,102739,244.0,"LINESTRING (215872.39 345320.67999999877, 224049.68999999983 358179.86999999825)",,,,
45,46,PL.PZGiK.320.NGRP.7675,7675,Boguchwała,Boguchwała,,-ły,boguchwalski,urzędowa,miejscowość,miasto,,,do 2007 r. - wieś,TERYT (SIMC),0644750,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Rady Ministrów z dnia 24 lipca 2007 r., D.",1991-01-01; 1982-01-01; 2007-07-24; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"49°58'56"" 21°56'23""",710670.04 239140.13,,,,,,,,,,,,podkarpackie,rzeszowski,Boguchwała-gmina miejsko-wiejska,1816033,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-12-08,POINT (710670.04 239140.1299999999),844,844,-1,19676,628.0,-1,19676,849.0,-1,19676,863.0,-1,210583,244.0,"LINESTRING (710670.04 239140.1299999999, 717241.6500000001 237368.9600000009)",,,,
46,47,PL.PZGiK.320.NGRP.7795,7795,Boguszów-Gorce,Boguszów-Gorce,,-szowa-Gorców,boguszowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0983824,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°45'21"" 16°12'18""",302921.9 324720.69,,,,,,,,,,,,dolnośląskie,wałbrzyski,Boguszów-Gorce-gmina miejska,0221011,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-17,POINT (302921.9000000002 324720.6900000004),856,856,-1,10603,244.0,-1,19894,244.0,-1,26938,244.0,-1,53038,244.0,"LINESTRING (302921.9000000002 324720.6900000004, 308445.37999999995 325769.1500000004)",,,,
47,48,PL.PZGiK.320.NGRP.7860,7860,Bojanowo,Bojanowo,,-wa,bojanowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0954308,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"51°42'27"" 16°44'56""",344511.35 429176.03,,,,,,,,,,,,wielkopolskie,rawicki,Bojanowo-gmina miejsko-wiejska,3022013,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-04-28,POINT (344511.3500000002 429176.03000000026),608,608,-1,10463,676.0,-1,28502,766.0,-1,31704,848.0,-1,31704,244.0,"LINESTRING (344511.3500000002 429176.03000000026, 348826.42 435273.0700000003)",,,,
